attendance_percentage,assignment_marks,previous_sem_sgpa,cgpa,backlogs,ia1,ia2,avg_ia,pass_probability,risk_level
90.1,8.3,8.65,8.82,0,36.5,42.7,39.6,85.06,Low
63.3,9.5,6.33,6.5,0,27.9,34.1,31.0,73.73,Medium
70.4,6.4,6.75,6.93,1,25.7,31.9,28.8,74.11,Medium
54.7,4.3,4.98,5.15,1,25.5,31.7,28.6,59.24,Medium
79.7,6.6,5.14,5.31,1,36.8,43.0,39.9,70.86,Medium
62.5,5.6,6.23,6.41,1,33.7,39.9,36.8,63.36,Medium
36.7,6.9,3.95,4.13,3,33.2,39.4,36.3,49.93,High
100.0,10.0,10.0,10.0,0,50.0,50.0,50.0,99.5,Low
94.6,10.0,9.31,9.49,0,43.1,49.2,46.2,94.9,Low
90.7,9.5,9.34,9.52,0,45.3,50.0,47.7,99.5,Low
45.9,4.2,6.21,6.39,2,20.2,26.4,23.3,59.53,Medium
99.0,8.5,7.39,7.57,1,39.9,46.1,43.0,85.48,Low
70.1,8.3,7.96,8.13,0,41.7,47.9,44.8,87.61,Low
72.1,5.4,8.05,8.23,0,13.9,20.1,17.0,73.15,Medium
90.3,9.3,9.03,9.2,0,50.0,50.0,50.0,99.5,Low
67.9,7.8,8.21,8.38,2,43.4,49.5,46.5,87.75,Low
83.9,8.2,6.86,7.04,4,36.1,42.3,39.2,69.19,Medium
94.9,7.9,8.38,8.56,1,50.0,50.0,50.0,94.12,Low
68.9,7.7,6.94,7.12,1,34.5,40.6,37.6,80.35,Low
41.6,5.6,4.08,4.26,1,19.8,25.9,22.9,48.32,High
41.9,5.3,7.77,7.95,0,31.3,37.5,34.4,68.73,Medium
58.2,5.4,6.46,6.63,3,40.8,47.0,43.9,63.81,Medium
43.1,5.6,4.94,5.11,2,22.4,28.6,25.5,53.03,High
88.4,10.0,10.0,10.0,0,49.3,50.0,49.7,98.86,Low
100.0,10.0,10.0,10.0,0,50.0,50.0,50.0,99.5,Low
87.8,10.0,10.0,10.0,0,49.6,50.0,49.8,99.5,Low
70.6,8.1,7.2,7.38,0,35.8,42.0,38.9,73.74,Medium
87.2,10.0,9.24,9.42,0,50.0,50.0,50.0,94.15,Low
49.0,6.4,7.66,7.84,0,50.0,50.0,50.0,80.71,Low
60.1,5.8,6.7,6.88,1,37.9,44.1,41.0,73.49,Medium
59.0,4.5,3.74,3.92,3,25.5,31.7,28.6,46.63,High
53.6,8.5,7.92,8.09,1,38.6,44.7,41.7,79.79,Low
61.4,7.5,6.72,6.89,0,43.7,49.9,46.8,82.84,Low
41.9,5.2,3.5,3.67,1,18.7,24.9,21.8,48.58,High
84.6,6.4,7.16,7.34,0,31.6,37.8,34.7,76.71,Low
74.3,6.1,7.95,8.13,4,22.6,28.7,25.7,70.86,Medium
93.0,9.6,8.39,8.56,0,41.0,47.2,44.1,99.5,Low
96.2,9.3,9.24,9.42,0,38.0,44.2,41.1,92.96,Low
60.8,8.0,4.54,4.71,1,33.7,39.9,36.8,65.38,Medium
82.3,5.8,6.86,7.04,0,48.5,50.0,49.2,86.37,Low
55.2,7.9,8.53,8.71,0,38.1,44.3,41.2,82.43,Low
75.3,5.5,6.16,6.34,1,25.9,32.1,29.0,63.01,Medium
45.5,5.6,5.04,5.22,3,19.7,25.9,22.8,52.81,High
55.1,6.3,7.23,7.41,0,42.3,48.5,45.4,73.26,Medium
53.1,7.7,3.99,4.16,2,35.5,41.7,38.6,54.84,High
49.5,4.1,4.74,4.92,2,23.6,29.7,26.7,46.89,High
71.7,7.9,7.73,7.9,0,35.2,41.4,38.3,86.32,Low
80.2,8.3,9.14,9.32,0,45.2,50.0,47.6,89.79,Low
31.8,2.5,3.0,3.18,2,11.9,18.0,14.9,37.98,High
72.1,6.5,6.25,6.42,3,35.7,41.9,38.8,70.18,Medium
89.3,8.1,7.66,7.83,1,50.0,50.0,50.0,88.27,Low
85.4,7.9,7.67,7.85,1,44.4,50.0,47.2,86.66,Low
81.0,7.9,9.56,9.73,1,37.3,43.5,40.4,90.58,Low
70.2,8.4,6.89,7.07,1,37.2,43.4,40.3,78.08,Low
59.1,4.5,4.86,5.04,0,23.5,29.7,26.6,58.34,Medium
70.2,5.8,4.49,4.67,2,15.0,21.2,18.1,53.3,High
83.3,7.8,6.88,7.05,1,41.8,48.0,44.9,81.1,Low
84.2,5.5,7.02,7.19,3,45.0,50.0,47.5,74.98,Medium
100.0,9.7,7.85,8.03,0,42.8,48.9,45.9,95.45,Low
91.9,6.7,8.44,8.61,1,40.7,46.9,43.8,91.27,Low
70.6,7.5,6.25,6.43,0,26.1,32.3,29.2,74.31,Medium
53.9,4.0,4.0,4.18,1,22.4,28.6,25.5,50.38,High
52.5,6.3,6.4,6.57,1,27.4,33.5,30.4,58.21,Medium
67.3,5.4,7.39,7.56,1,28.8,34.9,31.9,69.61,Medium
59.5,6.6,5.96,6.13,0,45.5,50.0,47.8,69.6,Medium
64.7,7.1,5.69,5.86,2,32.4,38.5,35.4,63.87,Medium
70.6,6.1,9.17,9.35,0,40.2,46.3,43.2,87.31,Low
60.8,5.1,7.85,8.03,2,35.9,42.1,39.0,72.3,Medium
68.2,6.4,4.78,4.96,0,34.1,40.2,37.1,74.97,Medium
81.9,8.0,6.51,6.68,0,33.8,39.9,36.8,81.52,Low
59.5,2.7,5.16,5.34,0,32.5,38.7,35.6,69.55,Medium
65.4,10.0,8.17,8.34,0,34.2,40.4,37.3,86.89,Low
84.0,8.0,6.91,7.08,1,39.4,45.6,42.5,84.97,Low
56.4,5.8,5.08,5.25,1,26.7,32.9,29.8,60.05,Medium
43.8,5.8,7.78,7.96,2,27.2,33.4,30.3,61.94,Medium
89.3,6.6,9.23,9.41,1,36.9,43.1,40.0,86.84,Low
49.9,5.8,5.46,5.64,2,25.1,31.3,28.2,58.1,Medium
39.8,2.4,3.67,3.85,2,14.6,20.8,17.7,39.67,High
45.4,4.4,3.11,3.28,4,5.0,11.2,8.1,32.2,High
71.3,6.5,7.8,7.98,2,37.8,44.0,40.9,78.16,Low
74.4,7.2,6.09,6.26,2,41.0,47.2,44.1,69.54,Medium
66.6,5.5,7.81,7.98,3,50.0,50.0,50.0,69.5,Medium
81.9,10.0,8.34,8.51,0,41.6,47.8,44.7,87.38,Low
20.0,0.6,3.0,3.18,1,7.5,13.7,10.6,31.83,High
74.9,10.0,6.49,6.67,4,29.6,35.8,32.7,66.1,Medium
94.2,10.0,8.62,8.8,0,48.7,50.0,49.4,96.0,Low
30.0,7.2,4.5,4.67,3,25.8,32.0,28.9,51.5,High
57.6,7.9,3.97,4.14,0,25.1,31.3,28.2,64.0,Medium
55.8,5.4,5.31,5.49,1,26.4,32.6,29.5,59.05,Medium
50.0,6.9,4.82,5.0,1,12.5,18.7,15.6,51.04,High
60.0,6.1,6.96,7.13,5,37.7,43.9,40.8,61.17,Medium
97.1,7.1,9.61,9.78,0,40.7,46.9,43.8,98.04,Low
88.4,10.0,9.29,9.46,0,49.4,50.0,49.7,99.5,Low
46.0,7.8,5.82,5.99,0,21.2,27.3,24.2,65.7,Medium
96.9,10.0,9.83,10.0,0,46.1,50.0,48.1,99.5,Low
76.2,5.1,8.2,8.37,0,32.3,38.5,35.4,86.73,Low
100.0,9.0,9.04,9.22,0,48.8,50.0,49.4,96.77,Low
74.2,4.1,5.99,6.17,1,36.6,42.7,39.7,75.15,Low
55.5,8.3,6.01,6.18,5,45.2,50.0,47.6,62.64,Medium
71.9,5.2,6.09,6.26,1,42.2,48.4,45.3,76.41,Low
100.0,10.0,10.0,10.0,0,50.0,50.0,50.0,99.5,Low
84.2,7.1,8.43,8.61,0,50.0,50.0,50.0,83.48,Low
61.4,3.6,6.75,6.93,0,32.0,38.2,35.1,66.55,Medium
75.3,8.8,9.38,9.56,0,42.0,48.2,45.1,87.89,Low
62.5,5.7,8.34,8.52,0,38.0,44.2,41.1,74.15,Medium
63.9,7.1,5.9,6.08,1,37.3,43.5,40.4,74.11,Medium
91.7,6.6,8.11,8.29,0,46.3,50.0,48.1,97.08,Low
60.5,5.8,5.68,5.86,2,24.1,30.3,27.2,60.27,Medium
69.3,3.9,7.9,8.08,0,30.5,36.7,33.6,78.87,Low
41.2,3.8,6.93,7.11,1,32.2,38.4,35.3,68.8,Medium
67.5,9.9,7.96,8.13,0,42.3,48.5,45.4,87.33,Low
70.0,10.0,6.5,6.67,3,37.5,43.6,40.6,73.23,Medium
24.9,3.6,3.82,4.0,3,25.5,31.7,28.6,40.54,High
81.0,6.8,8.12,8.29,0,48.9,50.0,49.4,89.85,Low
50.7,4.7,5.26,5.43,3,34.0,40.2,37.1,59.85,Medium
20.9,5.6,3.73,3.91,1,30.2,36.4,33.3,50.35,High
69.2,6.0,7.77,7.95,0,26.2,32.4,29.3,77.99,Low
60.1,7.3,8.79,8.96,1,38.1,44.3,41.2,80.75,Low
61.1,5.6,4.62,4.8,0,23.9,30.0,26.9,56.42,Medium
69.3,7.4,8.86,9.04,0,29.5,35.7,32.6,86.36,Low
45.5,3.8,3.0,3.18,2,20.6,26.8,23.7,39.88,High
58.3,6.5,6.71,6.89,2,39.8,46.0,42.9,72.41,Medium
61.1,4.4,4.12,4.3,1,32.3,38.4,35.3,61.73,Medium
68.5,7.4,6.25,6.42,1,47.7,50.0,48.9,72.34,Medium
70.2,6.6,6.09,6.27,4,37.6,43.8,40.7,63.36,Medium
35.5,5.3,4.89,5.07,1,42.6,48.7,45.7,67.44,Medium
65.5,10.0,8.79,8.96,0,41.4,47.6,44.5,88.63,Low
63.2,6.7,5.24,5.41,2,34.7,40.9,37.8,60.4,Medium
35.8,4.9,3.26,3.44,5,9.0,15.1,12.1,36.17,High
28.6,1.0,3.01,3.18,3,25.1,31.3,28.2,33.33,High
74.0,6.1,8.2,8.38,0,30.4,36.6,33.5,73.98,Medium
61.5,6.5,6.81,6.99,1,27.6,33.8,30.7,71.62,Medium
56.6,9.3,5.56,5.74,1,42.1,48.3,45.2,69.0,Medium
64.7,4.0,6.33,6.5,1,41.9,48.1,45.0,71.59,Medium
74.1,7.0,8.58,8.76,1,43.8,50.0,46.9,82.26,Low
87.4,10.0,9.05,9.23,1,39.5,45.7,42.6,94.62,Low
67.9,3.8,4.08,4.26,3,24.2,30.4,27.3,53.1,High
41.4,4.5,4.57,4.74,3,23.6,29.8,26.7,39.42,High
48.7,5.4,4.73,4.91,1,30.2,36.4,33.3,60.13,Medium
77.2,7.5,6.81,6.98,2,47.3,50.0,48.7,77.2,Low
88.9,10.0,7.38,7.55,0,47.2,50.0,48.6,95.76,Low
55.7,6.7,5.46,5.63,2,44.2,50.0,47.1,68.04,Medium
20.0,4.4,3.8,3.97,5,19.0,25.2,22.1,36.83,High
33.9,3.4,3.56,3.74,4,17.9,24.1,21.0,35.01,High
43.1,4.3,5.29,5.47,1,32.7,38.9,35.8,56.25,Medium
41.3,5.5,5.98,6.15,2,41.2,47.4,44.3,62.7,Medium
53.1,4.5,8.1,8.28,0,44.5,50.0,47.3,76.5,Low
58.2,7.5,6.87,7.05,1,42.6,48.8,45.7,80.03,Low
68.5,5.7,7.25,7.43,1,31.5,37.7,34.6,72.93,Medium
91.8,7.6,8.05,8.22,1,41.4,47.6,44.5,83.08,Low
47.5,6.3,5.42,5.59,2,32.3,38.5,35.4,57.49,Medium
50.7,3.7,5.35,5.52,1,38.4,44.6,41.5,65.5,Medium
57.6,8.7,6.92,7.09,1,41.1,47.3,44.2,75.66,Low
37.0,3.5,4.01,4.18,1,24.1,30.3,27.2,48.4,High
78.6,9.1,8.26,8.44,0,37.7,43.9,40.8,91.62,Low
78.0,6.4,6.25,6.43,1,32.6,38.8,35.7,70.11,Medium
58.4,7.4,6.55,6.73,1,31.6,37.8,34.7,62.74,Medium
100.0,9.8,10.0,10.0,0,48.4,50.0,49.2,99.47,Low
42.3,6.8,5.0,5.18,1,40.7,46.9,43.8,64.11,Medium
90.5,10.0,10.0,10.0,0,49.8,50.0,49.9,99.5,Low
71.3,4.1,6.48,6.66,4,32.5,38.6,35.5,57.01,Medium
63.0,6.0,4.48,4.66,2,17.1,23.3,20.2,59.06,Medium
74.1,6.8,5.11,5.29,3,39.6,45.8,42.7,66.73,Medium
49.3,6.1,4.63,4.81,1,34.4,40.6,37.5,62.12,Medium
33.3,6.5,5.86,6.03,2,39.0,45.2,42.1,62.34,Medium
54.5,6.4,9.05,9.22,1,38.8,45.0,41.9,75.13,Low
78.7,6.5,8.26,8.43,2,42.7,48.9,45.8,82.65,Low
53.8,6.7,6.76,6.93,1,27.6,33.8,30.7,71.2,Medium
73.7,8.1,7.39,7.57,0,46.1,50.0,48.0,88.68,Low
88.3,10.0,8.65,8.83,0,46.0,50.0,48.0,97.59,Low
93.6,9.0,10.0,10.0,0,46.6,50.0,48.3,99.5,Low
86.4,9.1,6.9,7.08,0,39.5,45.6,42.6,79.44,Low
92.5,9.7,9.99,10.0,0,48.8,50.0,49.4,99.5,Low
48.3,4.0,4.26,4.44,1,16.0,22.1,19.0,47.44,High
62.7,5.7,6.51,6.68,2,29.6,35.8,32.7,70.85,Medium
52.1,5.7,5.03,5.21,1,38.6,44.8,41.7,67.64,Medium
80.7,8.7,6.12,6.29,2,50.0,50.0,50.0,75.01,Low
48.5,5.8,7.43,7.6,2,20.7,26.9,23.8,63.29,Medium
93.3,7.3,7.09,7.26,2,23.8,30.0,26.9,76.64,Low
100.0,10.0,10.0,10.0,0,43.3,49.5,46.4,99.5,Low
68.9,6.7,6.14,6.32,1,31.8,38.0,34.9,64.93,Medium
80.3,9.9,7.54,7.71,2,43.8,50.0,46.9,76.12,Low
82.8,8.1,6.55,6.73,0,36.2,42.3,39.3,81.22,Low
77.2,7.0,7.29,7.46,0,35.8,42.0,38.9,72.17,Medium
52.1,7.1,7.47,7.65,2,37.8,43.9,40.8,72.1,Medium
89.7,6.6,6.86,7.03,1,33.0,39.1,36.1,80.66,Low
84.4,8.5,7.46,7.64,0,42.2,48.4,45.3,91.53,Low
97.1,10.0,9.68,9.85,0,47.9,50.0,48.9,98.96,Low
60.5,8.5,5.75,5.93,1,25.5,31.7,28.6,68.13,Medium
83.3,8.9,7.51,7.69,1,30.9,37.1,34.0,83.75,Low
41.9,3.3,4.39,4.56,3,16.4,22.5,19.5,40.06,High
67.5,8.0,7.09,7.27,2,38.6,44.8,41.7,78.46,Low
81.1,8.3,10.0,10.0,0,43.7,49.9,46.8,96.34,Low
100.0,6.9,6.52,6.7,0,45.6,50.0,47.8,84.28,Low
91.4,9.0,9.21,9.38,3,22.9,29.1,26.0,82.89,Low
83.5,10.0,8.1,8.27,1,31.1,37.3,34.2,84.62,Low
77.0,8.0,7.95,8.12,0,42.8,49.0,45.9,89.46,Low
84.7,9.8,7.57,7.74,0,24.8,30.9,27.8,82.36,Low
84.0,8.4,8.19,8.36,1,45.0,50.0,47.5,88.63,Low
58.7,8.1,6.23,6.41,0,18.2,24.4,21.3,66.29,Medium
69.5,8.4,7.32,7.49,0,42.8,48.9,45.8,79.82,Low
28.0,0.0,3.0,3.18,1,5.0,11.2,8.1,33.65,High
69.1,10.0,7.52,7.69,1,44.6,50.0,47.3,80.6,Low
20.0,2.1,3.0,3.18,3,25.4,31.6,28.5,38.19,High
22.9,3.2,3.66,3.83,2,5.0,11.2,8.1,37.66,High
82.7,6.1,8.62,8.8,1,42.7,48.9,45.8,83.18,Low
95.5,8.3,8.63,8.81,1,25.4,31.6,28.5,86.8,Low
55.5,4.4,4.25,4.42,3,27.1,33.3,30.2,49.04,High
70.5,6.1,7.03,7.2,0,26.5,32.7,29.6,68.68,Medium
82.8,10.0,9.17,9.35,0,46.6,50.0,48.3,93.61,Low
62.1,5.2,6.02,6.2,3,23.5,29.7,26.6,59.3,Medium
96.7,9.1,10.0,10.0,0,50.0,50.0,50.0,99.5,Low
65.7,7.3,6.86,7.03,3,23.8,30.0,26.9,66.56,Medium
82.7,6.7,5.13,5.3,1,46.2,50.0,48.1,77.9,Low
96.5,9.8,9.38,9.56,0,44.9,50.0,47.4,95.74,Low
56.1,5.1,5.8,5.97,2,25.3,31.5,28.4,58.81,Medium
37.8,4.7,6.56,6.74,1,36.6,42.8,39.7,69.8,Medium
52.3,7.6,8.04,8.22,0,32.6,38.8,35.7,70.65,Medium
72.3,7.6,7.51,7.68,2,47.1,50.0,48.5,77.98,Low
65.4,3.4,4.27,4.44,0,30.9,37.1,34.0,57.61,Medium
77.3,4.7,5.46,5.63,1,26.2,32.4,29.3,65.52,Medium
36.4,5.6,4.95,5.12,2,27.1,33.3,30.2,51.91,High
97.9,9.2,10.0,10.0,0,42.7,48.9,45.8,99.5,Low
78.0,7.4,6.24,6.41,0,45.0,50.0,47.5,81.51,Low
47.7,5.6,4.2,4.38,3,34.7,40.8,37.7,48.96,High
63.2,7.0,7.55,7.72,1,34.3,40.5,37.4,73.64,Medium
82.7,9.3,8.53,8.71,1,34.5,40.7,37.6,86.69,Low
84.0,8.1,9.34,9.52,1,38.9,45.1,42.0,92.52,Low
37.9,2.8,6.04,6.21,2,34.6,40.8,37.7,65.34,Medium
56.4,5.3,6.11,6.29,2,25.2,31.4,28.3,63.97,Medium
65.4,10.0,8.73,8.9,0,40.6,46.8,43.7,84.91,Low
58.8,4.3,4.23,4.41,1,26.5,32.7,29.6,56.59,Medium
55.3,4.4,4.42,4.59,3,18.1,24.3,21.2,50.05,High
75.7,7.2,8.11,8.29,1,28.0,34.1,31.0,77.14,Low
70.9,7.7,7.47,7.64,0,32.7,38.9,35.8,81.6,Low
50.9,4.5,4.04,4.21,1,31.5,37.7,34.6,48.16,High
81.6,8.8,6.32,6.5,1,34.5,40.7,37.6,79.82,Low
93.6,8.2,7.15,7.32,0,45.2,50.0,47.6,86.92,Low
83.1,9.2,9.09,9.27,0,19.8,26.0,22.9,86.04,Low
89.6,7.7,9.56,9.74,0,43.4,49.5,46.4,99.5,Low
51.5,3.9,4.41,4.59,1,20.9,27.1,24.0,49.16,High
76.3,6.4,7.62,7.79,2,33.4,39.6,36.5,76.63,Low
63.8,3.7,5.4,5.58,0,32.7,38.9,35.8,68.82,Medium
57.4,6.4,6.56,6.73,3,26.4,32.6,29.5,63.22,Medium
70.7,10.0,9.86,10.0,0,26.5,32.7,29.6,83.57,Low
83.6,10.0,7.94,8.11,0,50.0,50.0,50.0,96.67,Low
95.7,10.0,10.0,10.0,0,50.0,50.0,50.0,99.5,Low
92.8,8.5,9.52,9.7,0,43.0,49.2,46.1,94.93,Low
80.5,6.3,7.09,7.26,0,26.3,32.5,29.4,76.04,Low
73.6,8.8,8.88,9.05,0,26.7,32.9,29.8,83.7,Low
91.1,10.0,9.94,10.0,0,42.1,48.3,45.2,95.05,Low
80.9,9.1,6.8,6.97,0,46.3,50.0,48.2,86.12,Low
67.9,8.1,7.63,7.8,1,36.5,42.7,39.6,77.08,Low
88.0,8.2,8.28,8.45,0,31.3,37.5,34.4,89.51,Low
64.6,7.0,6.13,6.31,0,35.1,41.3,38.2,75.33,Low
68.8,4.5,5.8,5.98,4,27.4,33.6,30.5,64.03,Medium
67.3,4.1,6.7,6.88,3,36.5,42.7,39.6,65.24,Medium
66.9,6.3,8.07,8.25,1,43.6,49.8,46.7,77.76,Low
69.7,6.9,6.01,6.19,1,13.1,19.3,16.2,59.61,Medium
90.3,7.0,6.96,7.14,0,40.7,46.9,43.8,92.13,Low
77.6,5.9,7.53,7.7,2,32.7,38.9,35.8,77.09,Low
66.1,6.1,5.4,5.58,4,20.9,27.0,24.0,53.65,High
86.3,7.6,8.37,8.54,0,39.1,45.3,42.2,94.79,Low
64.1,5.8,7.82,8.0,1,40.1,46.3,43.2,82.01,Low
52.1,4.2,5.58,5.76,1,12.0,18.2,15.1,50.68,High
78.6,8.8,8.48,8.66,0,50.0,50.0,50.0,88.67,Low
53.2,5.1,5.43,5.6,0,35.1,41.3,38.2,65.53,Medium
50.6,5.3,5.39,5.56,3,20.3,26.4,23.4,49.76,High
53.8,2.4,4.88,5.05,1,19.0,25.2,22.1,52.99,High
47.6,2.3,5.09,5.27,2,18.5,24.6,21.6,52.43,High
73.4,6.9,6.73,6.91,1,41.6,47.8,44.7,72.56,Medium
62.7,6.5,7.35,7.53,0,21.1,27.3,24.2,73.41,Medium
62.4,6.8,7.28,7.46,1,38.6,44.8,41.7,79.72,Low
85.1,7.1,8.86,9.03,0,38.1,44.3,41.2,90.76,Low
66.5,6.1,7.4,7.58,0,36.2,42.4,39.3,77.58,Low
73.8,7.3,6.55,6.73,0,24.7,30.9,27.8,72.0,Medium
71.8,6.9,9.23,9.41,1,36.5,42.6,39.5,87.24,Low
62.6,10.0,8.62,8.79,1,43.5,49.7,46.6,81.81,Low
23.0,2.8,3.0,3.18,3,6.7,12.9,9.8,31.77,High
77.5,6.1,7.46,7.64,0,34.4,40.6,37.5,80.22,Low
34.8,6.6,3.0,3.18,4,16.1,22.3,19.2,42.85,High
55.4,6.6,8.13,8.31,0,29.8,36.0,32.9,74.31,Medium
52.5,7.6,8.12,8.3,0,39.9,46.1,43.0,78.31,Low
84.7,9.5,7.75,7.92,1,27.5,33.7,30.6,77.97,Low
100.0,9.8,9.34,9.52,1,46.5,50.0,48.3,99.37,Low
69.6,7.5,7.85,8.02,1,47.1,50.0,48.5,81.01,Low
72.6,6.2,8.3,8.48,1,39.8,46.0,42.9,78.44,Low
79.8,7.8,6.96,7.13,2,40.9,47.0,43.9,75.44,Low
63.7,5.1,7.19,7.37,0,27.4,33.6,30.5,74.29,Medium
54.6,7.3,6.81,6.99,1,29.5,35.7,32.6,65.87,Medium
94.1,10.0,7.36,7.54,0,40.3,46.4,43.4,86.76,Low
55.2,7.5,5.74,5.92,2,33.1,39.2,36.2,68.23,Medium
90.3,8.6,8.17,8.35,1,35.2,41.4,38.3,86.03,Low
71.4,9.1,7.0,7.17,0,45.1,50.0,47.5,87.21,Low
53.5,4.0,5.46,5.63,2,40.8,47.0,43.9,60.59,Medium
88.1,8.1,9.32,9.49,0,41.8,48.0,44.9,94.12,Low
78.3,9.3,8.2,8.38,0,30.5,36.7,33.6,86.16,Low
73.8,9.1,6.49,6.66,1,25.5,31.6,28.5,78.86,Low
52.4,4.4,5.37,5.55,0,33.0,39.1,36.0,68.67,Medium
46.9,4.7,5.34,5.51,0,26.3,32.5,29.4,64.84,Medium
74.9,8.9,6.08,6.26,0,35.6,41.7,38.7,76.12,Low
87.7,7.9,8.72,8.9,2,34.9,41.1,38.0,81.12,Low
44.1,7.7,5.42,5.6,3,31.7,37.9,34.8,61.33,Medium
81.1,7.8,6.28,6.46,2,36.6,42.8,39.7,79.56,Low
39.5,5.0,4.18,4.36,1,18.3,24.5,21.4,54.44,High
52.7,6.0,6.6,6.78,1,29.5,35.6,32.5,67.06,Medium
80.2,8.3,8.0,8.17,2,26.6,32.7,29.6,80.59,Low
92.5,10.0,10.0,10.0,0,50.0,50.0,50.0,99.5,Low
53.9,3.0,6.06,6.23,6,21.6,27.8,24.7,50.12,High
90.5,8.8,9.42,9.6,0,50.0,50.0,50.0,98.23,Low
68.4,8.3,7.74,7.92,2,31.5,37.7,34.6,76.27,Low
79.1,7.3,6.19,6.37,0,30.1,36.3,33.2,73.27,Medium
75.8,6.3,7.39,7.56,0,33.4,39.5,36.5,76.98,Low
67.3,9.0,6.59,6.76,2,45.5,50.0,47.7,74.01,Medium
72.6,8.1,6.48,6.66,0,29.0,35.2,32.1,70.49,Medium
93.9,8.6,10.0,10.0,0,40.3,46.4,43.4,98.27,Low
47.7,6.3,6.3,6.47,2,31.2,37.4,34.3,63.08,Medium
85.5,7.0,7.95,8.12,0,47.1,50.0,48.6,91.14,Low
70.9,4.5,6.07,6.25,2,40.0,46.2,43.1,72.97,Medium
83.7,6.9,6.23,6.41,0,36.0,42.1,39.1,83.26,Low
57.0,5.0,4.11,4.29,2,29.4,35.6,32.5,60.41,Medium
63.8,6.2,9.47,9.64,0,42.9,49.1,46.0,84.28,Low
97.5,8.3,10.0,10.0,0,38.2,44.4,41.3,92.5,Low
75.2,5.2,6.98,7.16,2,26.6,32.8,29.7,72.7,Medium
71.9,7.1,6.11,6.29,2,24.7,30.9,27.8,72.08,Medium
56.9,2.2,4.63,4.8,0,15.2,21.4,18.3,59.54,Medium
67.7,5.0,7.8,7.97,1,37.6,43.8,40.7,78.0,Low
40.2,1.5,4.37,4.54,5,22.5,28.7,25.6,31.7,High
46.4,5.8,3.0,3.18,2,26.8,33.0,29.9,50.33,High
52.9,4.7,9.36,9.54,2,17.8,24.0,20.9,71.17,Medium
93.8,9.1,9.21,9.38,0,50.0,50.0,50.0,99.5,Low
100.0,10.0,10.0,10.0,0,50.0,50.0,50.0,99.5,Low
63.6,8.1,6.78,6.96,0,43.4,49.6,46.5,82.86,Low
79.0,6.7,9.66,9.83,1,36.1,42.2,39.1,85.21,Low
78.6,7.6,7.89,8.06,0,30.4,36.6,33.5,78.87,Low
86.0,5.2,6.16,6.34,1,17.3,23.5,20.4,70.35,Medium
76.1,5.9,6.43,6.6,1,40.2,46.4,43.3,72.49,Medium
68.4,6.7,7.16,7.33,1,26.8,33.0,29.9,77.97,Low
73.0,8.7,8.28,8.45,1,27.4,33.6,30.5,74.51,Medium
81.4,6.9,5.52,5.7,1,20.9,27.1,24.0,70.37,Medium
34.0,3.4,3.77,3.94,6,27.6,33.7,30.6,40.11,High
43.8,5.2,5.27,5.45,3,25.9,32.0,28.9,52.39,High
71.1,4.8,7.5,7.67,0,50.0,50.0,50.0,77.9,Low
57.8,5.3,5.96,6.14,2,26.8,33.0,29.9,54.58,High
57.4,4.6,5.45,5.63,3,30.5,36.6,33.6,55.98,Medium
81.6,6.9,6.76,6.93,0,25.0,31.2,28.1,74.78,Medium
99.5,7.9,6.74,6.91,0,38.4,44.6,41.5,90.1,Low
75.5,6.9,6.62,6.8,0,31.9,38.1,35.0,74.07,Medium
53.1,5.4,5.89,6.07,1,31.7,37.9,34.8,66.14,Medium
100.0,8.9,9.09,9.26,0,50.0,50.0,50.0,94.24,Low
90.6,10.0,10.0,10.0,0,50.0,50.0,50.0,99.5,Low
70.7,7.8,9.3,9.47,1,32.3,38.5,35.4,76.3,Low
66.8,8.1,9.82,9.99,1,49.3,50.0,49.6,97.21,Low
100.0,9.5,9.73,9.91,0,44.2,50.0,47.1,99.5,Low
96.9,9.9,8.59,8.76,0,41.3,47.5,44.4,85.81,Low
100.0,7.1,7.28,7.46,1,34.3,40.4,37.4,81.09,Low
64.3,7.7,7.83,8.01,1,35.2,41.3,38.3,75.04,Low
91.4,9.3,8.21,8.39,1,50.0,50.0,50.0,89.33,Low
50.0,3.4,5.67,5.85,1,26.8,33.0,29.9,57.76,Medium
88.0,10.0,8.55,8.73,1,41.2,47.4,44.3,88.7,Low
28.5,2.6,4.39,4.56,1,20.6,26.8,23.7,43.46,High
69.2,5.0,6.16,6.33,4,44.4,50.0,47.2,61.52,Medium
98.0,7.7,10.0,10.0,1,50.0,50.0,50.0,99.5,Low
81.9,10.0,9.02,9.2,1,36.1,42.3,39.2,93.82,Low
99.7,8.6,9.3,9.48,0,44.7,50.0,47.4,97.38,Low
55.7,5.6,5.59,5.76,0,30.2,36.4,33.3,66.19,Medium
42.6,4.3,4.07,4.25,2,25.2,31.4,28.3,45.74,High
59.3,6.5,5.78,5.95,0,27.0,33.2,30.1,68.1,Medium
51.2,6.5,7.2,7.38,2,37.9,44.1,41.0,70.53,Medium
78.0,6.7,7.4,7.58,0,44.8,50.0,47.4,83.21,Low
99.2,3.8,7.45,7.63,2,34.4,40.6,37.5,79.13,Low
54.8,6.3,5.73,5.91,1,23.0,29.2,26.1,63.71,Medium
77.5,7.4,7.62,7.79,1,33.6,39.8,36.7,75.93,Low
48.5,6.6,4.31,4.49,1,22.5,28.7,25.6,60.38,Medium
